"","Date","Distance","Time","RunType","Pace","Polylines","Day","Week","DistanceStreams","TimeStreams","VelocityStreams"
"1","2018-02-26",4.94,1341,"Steady","<b>4:31/km</b>","_xliG`vpcNE@a@QG?KDg@Dq@XCCG@MHY`@OFYFSTEASPQDGFQ@KAMJWBk@P[TM?If@YXAPBZd@hAGRC@FTPNNj@vAtHHDFRBJCLMPM^Fj@cB\MGIKG@MN]L{@j@SFUNCQIEG?c@VYTODo@^OBMHMDEAa@L}@PMLa@Py@JYHs@`@UD]?YB_Ab@]RODEDCHE\?PLrALr@EFCHDr@CLT|@D\N^@XJb@IPA\LnABFV^DZ@RHRAf@jAfG?F_@ZFDEJHHFR?h@XxAThCBh@Mp@@^DLFx@?f@Ll@Hn@JDJ^Db@DDBJARMZLb@Dp@RvADpALp@Lb@Hl@B`@Rn@BPG\SFEASNODKHs@Tu@`@}@Tg@FYHe@JKH_@LQHGAq@Pi@FOLMBa@P_ATaDtBEEg@BEACEc@Eq@LQFUTi@NQHQLKBy@Te@HYIg@XiAd@WHEAWJOE]XOB]RO?]PQDm@?QHC\GFWJG?QLI?m@OCBKa@@KDKDUYaBY_@@IIe@?OKe@BWGQMs@EQGw@Kk@Cc@Qs@Ee@D]K]Em@GO@WBU?SGm@ES?KCIKMMi@Oy@?g@EOAIGKAQIW{@_HH@BIAIMUKw@Mk@GoAEOKOAGEGDE@SMk@Ca@@MOuAMg@?QKe@M_@A_@Ic@O]@MCIGGCGc@SAEf@SB@BGMs@D?FGDK?MYwA_@eAKi@McA?UD?BKSw@_@sBGIAKC]Me@Cu@FLIY?QEOYmCMs@@USi@?KIMCI?aAB]OiBBe@Qg@AQMO[i@Go@","Monday",1,
